input,entity,label
그리고 인스타에서도 완전 인기몰이중~~~,인지도,"[1, 0, 0, 0]"
예쁜 컬러라서 주방인테리어 소품으로 활용해도 손색없더라구요~,디자인,"[1, 0, 0, 0]"
매일 먹고 닦고 쓰는 주방에서 이정도의 깔끔함과 위생이라면 반드시 교체해서 써봐야겠죠^^,품질,"[1, 0, 0, 0]"
개인적으로 강추!,일반,"[1, 0, 0, 0]"
완전 위생적이라 좋더라구요!!,품질,"[1, 0, 0, 0]"
연예인도 추천하는 킴리코리아 케이탱크 👍,인지도,"[1, 0, 0, 0]"
최강 궐련형 전자담배 케이탱크 출시 👏,일반,"[1, 0, 0, 0]"
기존 궐련형 전자담배의 단점을 보완하고 새로운 기능을 추가해 나온 제품!,품질,"[1, 0, 0, 0]"
"기존 궐련형 아이코스, 릴, 글로보다 성능면에서 확실히 우수",품질,"[0, 1, 0, 0]"
여기에 세련되고 고급스런 디자인과 편안한 그립감을 가졌답니다,디자인,"[1, 0, 0, 0]"
여기에 세련되고 고급스런 디자인과 편안한 그립감을 가졌답니다,품질,"[0, 1, 0, 0]"
디테일한 온도 설정도 가능하고 취향에 맞게 타격감과 연무량도 조절되요,품질,"[1, 1, 0, 0]"
그리고 배터리 히팅젠더 캡도 분리되어 청소 및 as(파츠 구매 가능) 용이해요,편의성,"[0, 1, 0, 0]"
아이들까지도 함께 사용 가능할만큼 순한 성분에 자와선은 철벽 차단!!,품질,"[0, 1, 0, 0]"
가볍게 자연스럽게 사용해요💕,품질,"[0, 1, 0, 0]"
감촉도 흡수력도 좋아요,품질,"[0, 1, 0, 0]"
그리고 보온성과 통기성 또한 뛰어나요,품질,"[0, 1, 0, 0]"
신생아부터 성인까지 안심하고 사용하는 #믿고쓰는몽디에스,일반,"[0, 0, 0, 1]"
민감한 아기 피부에 필요한 보습을 듬뿍,품질,"[0, 1, 0, 0]"
촉촉하고 부드러운 사용가으로 피부에 쉽게 발리고 빠르게 흡수되요 👍,품질,"[0, 1, 0, 0]"
미백에 재생까지~,품질,"[0, 1, 0, 0]"
민낯에도 좋은 일명 #쌩얼크림,일반,"[1, 0, 0, 0]"
건조하지 않고 적당히 오일리~,품질,"[0, 1, 0, 0]"
그리고 유분기는 잡아주고 피부 생기 톤업,품질,"[0, 1, 0, 0]"
모든 피부에 사용해보아요 👌,일반,"[1, 0, 0, 0]"
요즘 부쩍 주름이 늘어서 아는 언니에게 관리하는법을 물어보고 추천받은 홈쇼핑 화제의 주름개선 화장품 이미용 부문 1위 #나인테일즈,인지도,"[1, 0, 0, 0]"
"바르는 즉시 90초안에 주름이 사라지는 #주름개선화장품 으로 ! 파라벤,인공색소, 향료 등이 없어서 안심되더라구요",품질,"[0, 1, 0, 0]"
주름부위에 소량 도포해서 사용하면 딱 좋아서 저도 엄마도 매일매일 부지런히 관리한답니다,일반,"[1, 0, 0, 0]"
#정사이즈핏 그대로 너무 편해요 💖,편의성,"[1, 0, 0, 0]"
어떤 스타일에도 어울리는#데일리룩추천,일반,"[1, 0, 0, 0]"
푹신푹신 착용감 만족 👌,품질,"[0, 1, 0, 0]"
끈적임없이 순해요 👌,품질,"[0, 1, 0, 0]"
#천연원료 를 사용해 신생아부터 사용이 가능한 #보비니제품,품질,"[0, 1, 0, 0]"
2 in 1 이라 완전 편하다~!,편의성,"[0, 1, 0, 0]"
귀리 추출물과 해바라기 오일에서 얻은 천연 성분으로 피부 보호벽 강화는 물론 더 많은 수분을 공급하기까지!,품질,"[0, 1, 0, 0]"
앞으로 베이비라인은 #보비니 로 써야겠다는~,일반,"[0, 0, 0, 1]"
어떤 공간에서도 넘나 잘 사용하는.. #보네이도 완소! ㅋ,일반,"[1, 0, 0, 0]"
우리아들.. 정말 땀도 많이 흘리는데.. 이렇게.. 틀어주면 시원하고 #공기순환 을.. 통해서 에너지도 20%나 절약 ㅎㅎ..,품질,"[0, 1, 0, 0]"
높이 조절도 되고 회전도 되공.. 여러모로 잘 사용중 ^-^..,일반,"[0, 1, 0, 0]"
뭐 크게 하진 않아도 #한샘 #모모로주니어장 .. 그레이와 #스테디패밀리침대 #패밀리침대 딱.. 넣어두니 집안이 예쁨용 ㅎ,일반,"[1, 0, 0, 0]"
색상도 예쁘고 역시 한샘은 수납이 진짜 잘되네요..,일반,"[1, 0, 0, 0]"
색상도 예쁘고 역시 한샘은 수납이 진짜 잘되네요..,품질,"[0, 0, 0, 1]"
아 넘나 예뿌기 ~~~~~~~ ㅋ,디자인,"[1, 0, 0, 0]"
사랑스럽다 ..,일반,"[1, 0, 0, 0]"
맘에 드는 #인테리어 #인테리어그램,일반,"[1, 0, 0, 0]"
꺄!! .. 내가 너무 좋아하는 #록시땅 ..,일반,"[0, 0, 0, 1]"
어머 너무 예뻐 >_<..,디자인,"[0, 0, 1, 0]"
바디샤워젤 부터 로션 마사지 밤까지도.. 풍성하게 준비된 아기 전용 제품 ㅎㅎ..,일반,"[1, 0, 0, 0]"
은은한 향에 촉촉함까지 Best +_+..,일반,"[0, 1, 0, 0]"
은은한 향에 촉촉함까지 Best +_+..,품질,"[0, 1, 0, 0]"
촉촉하게 발라주는 것도 좋고.. 바디샤워젤도 아이가 너무 좋아해요..,품질,"[0, 1, 0, 0]"
편안하고 보습력도 좋은 만능템 >_<..,품질,"[0, 1, 0, 0]"
숯의 성분을 가지고 모공 속 노폐물관리 제대로.. 자극없이 해줘서 반하다,품질,"[0, 1, 0, 0]"
진짜! ㅋㅋ 넘나 좋은.. #미세먼지클렌징 #피부디톡스케어 중이랍니다 ^^..,일반,"[1, 0, 0, 0]"
사용해보면 진짜 반하는 #워시오프마스크 #sum37,일반,"[1, 0, 0, 0]"
요즘 욕실 아이템으로 사랑받는 #달바 ..,일반,"[1, 0, 0, 0]"
왜들 좋아하는지 이유를 알겠슴..,인지도,"[1, 0, 0, 0]"
화장실에서 바로 #클렌징 하고 #뿌리는마스크팩 .. 이용해서 10분동안 샤워하면서 뿌려두고 나오면서.. 헹구면 되는 사랑스러운 #욕실템 #잇템 ..,일반,"[1, 0, 0, 0]"
맨날 .. 따로따로 #마스크팩 하기 귀찮았는데 넘나 좋으깅..,편의성,"[1, 0, 0, 0]"
사용할수록 간편해서 맘에 드는 #dalba #7_33 ..,편의성,"[1, 0, 0, 0]"
뿌리는 마스크팩이 흘러내리지 않고 잘 표면에 밀착되니깐 나도 사용감이 넘 좋았어용 ‘-‘ ..,품질,"[1, 0, 0, 0]"
앞으로 건조한 환절기에 잘 부탁해 ..,일반,"[1, 0, 0, 0]"
대박..,일반,"[1, 0, 0, 0]"
놀라운 자연스러운 #보습 과 #광,품질,"[0, 1, 0, 0]"
#예뻐진다 는 걸.. 느끼게 해주는 #봄치트키 .. 랍니다 ^^ ..,품질,"[0, 1, 0, 0]"
#국내최초 #터키산 #장미오일 로 만들어져서 .. #봄여왕 을 만들어주는 너님 내가 애정한다 진심..,품질,"[0, 1, 0, 0]"
쫀득한 질감이 너무 좋은 #동인비에센스 #동인비..,일반,"[0, 1, 0, 0]"
#동인비4주간체험 벌써 2주째인데 추운날씨에 많이 붉어지고 있는 피부톤도 잡아지고.. 모공들도 보기에도 많이 좋아지는 기분이네욤..,품질,"[0, 1, 0, 0]"
#꿀피부 되는 건가용?,품질,"[0, 1, 0, 0]"
#화장품 좋으다..,일반,"[1, 0, 0, 0]"
정말 쫀뜩한 제형감에 놀라운 #동인비진에센스 ..,품질,"[0, 1, 0, 0]"
#뷰티 한다면 한번쯤 서보고 싶은 #에센스 네요^^..,일반,"[1, 0, 0, 0]"
촉촉하고 진정효과도 있어 올 겨울 제 피부는 요 제품으로 관리해보려구요+_+,품질,"[0, 1, 0, 0]"
애정하는 #악세사리 #블루나일 넘 이뿌네..,디자인,"[1, 0, 0, 0]"
하트라인을 크게 좋아하진 않는데 요곤.. 맘에 든다~,일반,"[1, 0, 0, 0]"
손목도 예뻐보이공 ^-^..,일반,"[1, 0, 0, 0]"
럭셔리한 #주얼리 부럽지 않아요.. ㅋㅋ,일반,"[1, 0, 0, 0]"
레이어드 하기에도 좋공 ~,일반,"[1, 0, 0, 0]"
굳...,일반,"[1, 0, 0, 0]"
진짜 유명템이라 궁금했는데.. 왜 그렇게들 추천하는지 이젠 알게뜸..,인지도,"[1, 0, 0, 0]"
요즘 외출이 많아서 얼굴이 급 건조해서.. 써보는 중인데 오호 이거 물건임 ㅋㅋ..,일반,"[1, 0, 0, 0]"
뿌리고 금방 날라가는 그런 #미스트 .. 너무 흔해서 잘 써지지 않았는데.. #달바 제품은 ! 손등에도 아주 오랫동안 남아있고.. 피부 속당김도 없고 기름진 느낌이 없이.. 적당히 촉촉하고 메이크업 사용 전후로 해도.. 화장이 잘먹고 윤광도 초크초크,품질,"[0, 1, 0, 0]"
사용감이 좋아서 계속 쓰네염..,품질,"[0, 1, 0, 0]"
얼굴에 쵸크하니 넘나 좋음 ㅋㅋ..,품질,"[0, 1, 0, 0]"
긴머리에 요즘 유용하게 사용 중인.. #미용실트리트먼트,일반,"[1, 0, 0, 0]"
사용하다보면 왜 쓰는 지 알겠지유 ㅋ..,일반,"[1, 0, 0, 0]"
전 저랑 잘맞아서 #아론 제품써유..,일반,"[0, 0, 0, 1]"
아이들 옷부터 ^-^ 그리고.. 인형이나 이불 등 대용량으로.. 사용하다보니깐 세탁해도 걱정없고.. 말리는 건 #LG트롬건조기 덕분에.. 더더욱 걱정없이 사용하고 있어요..,일반,"[1, 0, 0, 0]"
이젠 고민말고 #&online-account& 너도 하나.. 겟하는 건 어때?ㅋㅋㅋㅋㅋㅋ..,일반,"[1, 0, 0, 0]"
#트롬건조기는사랑입니다 ..,일반,"[1, 0, 0, 0]"
#클렌징 이라고 생각이 들지 않을 정도의.. 사용 후에 건조함이 없는 타입이라 넘 좋아했는데.. 타마고하다 훼이스워시는 한번 단종되었거든여..,품질,"[0, 1, 0, 0]"
저도 이거 사용하고는 클렌징이 자연스럽게.. #각질제거 역시 도와주고 또 피부의 번들거림이나.. 메이크업도 잘 지워지는데다가 >_< 사용 후에.. #깐달걀피부 처럼 맨질맨질 아주 좋거든여 ㅋ.ㅋ.,품질,"[0, 1, 0, 0]"
그래서 사용을 안할 수 없는 그런 잇템이랄까!! ..,일반,"[1, 0, 0, 0]"
완소각인 제품이라 진짜 넘나 좋아요 ㅋㅋ..,일반,"[1, 0, 0, 0]"
넘나 피부가 좋아지고 있습니다..,품질,"[0, 1, 0, 0]"
요즘은 #클렌징 가장 주요하니깐 매일 잘 써줘요 후훗..,일반,"[1, 0, 0, 0]"
이렇게 #비글미 터지는 둘째도 .. 피부는 참 절 닮아 연약한대 ^-^.. 요즘 보송한 미국 병원 판매율 1위 기저귀인 #팸퍼스스와들러 착용하며.. 피부에 자극도 없이 잘 자고 잘 놀고.. 방방 뛰어다니네염,인지도,"[1, 0, 0, 0]"
부드럽고 또 3중 흡수채널이라.. 아이가 신나게 놀면서 뛰어도 잘흡수.. 보송보송해서 꾸준히 사용하고 싶어유..,품질,"[0, 1, 0, 0]"
저도 사용해본 제품이라 ... 이게 진짜 좋더라구요 ㅋㅋ..,일반,"[1, 0, 0, 0]"
그래서인지 누적판매량도 어마어마..,인지도,"[1, 0, 0, 0]"
요즘 잘 사용하고 있는 애정템!,일반,"[1, 0, 0, 0]"
요즘 고데기 사용하면서 머리님 더 심각하게 ㅠ_ㅠ 손상이 되어서 요즘 핫하다는 #아윤채 #커컴플리트리뉴 라인을 써보는 중이에영 ~ ^-^,인지도,"[1, 0, 0, 0]"
본래도 아윤채가 뷰티 유투버나 SNS에서도 핫해서 써보고 싶었거든영 ㅎ,인지도,"[0, 0, 0, 1]"
손상 모발에 효과가 그렇게 좋다고 하던데 이번에 또 업그레이드 된 헤어오일과 신제품으로 나온 헤어미스트까지,품질,"[0, 1, 0, 0]"
영양도 좋고 산뜻하고 벨벳 처럼 감싸주는 타입이라 깨알 맘에 드는 제품이랄까 ^^ ..,품질,"[1, 0, 0, 0]"
끈적일 부담 없이 미스트는 수시로 뿌릴 수 있어서.. 가방속 필수 아이템이 되어버렸습니다 ㅋㅋ..,일반,"[1, 0, 0, 0]"
얼굴이 맨질맨질 넘나 좋아지는.. #실버앰플 이랑 함께 사용 중..,품질,"[0, 1, 0, 0]"
골드앰플은 홍삼과 99.9% 순금이 마유되어 있어서 정화작용과 함께 피부 면역력을 높혀 준다니 굳..,품질,"[0, 1, 0, 0]"
한병만 써도 달라져보기를 기대한다는 ㅋㅋ...,품질,"[0, 1, 0, 0]"
눈가는 요즘 제일 지켜주지 못해서 #아이패치 는 .. 제대로 좋고 ..눈가가 밝아지고 탱탱 느낌 굳이얌...,품질,"[0, 0, 1, 0]"
오늘 #올영 갔다가 예쁜 #모공에센스 .. 있기에 챙겨왔죠,디자인,"[0, 0, 1, 0]"
제가 모공녀다보니깐 ㅋㅋ.. 모공조절이나 피지조절 되는 거 많이 쓰는데.. 이거 좋음 !!,품질,"[0, 1, 0, 0]"
핑크빛 오일 층 디 포어 콤플렉스로.. 모공조절이나 피부의 진정 수렴에 도움이 되거든여..,품질,"[0, 1, 0, 0]"
정제수 대신해서 100% 로즈 워터 에센스 층이니깐.. 지금처럼 자극받기 좋은 날씨에는 편안하게 착착 뿌려줘요..,품질,"[0, 1, 0, 0]"
그냥 가지고 다니면서 건조할 때도 뿌려주는데 좋아조아..,일반,"[1, 0, 0, 0]"
오오! 써보자유.,일반,"[1, 0, 0, 0]"
#더페이스샵 처음에는 커버력이 좋다고 생각했는데.. 다크닝도 거의 없고 유지력도 밀착력도 좋아서.. 완소하면서 파우치에 열심히 챙겨다니는 중이예여..ㅋ,품질,"[0, 1, 0, 0]"
무너짐도 크게 못느꼈지만 못생겨지지 않게.. 무너지는 것도 예쁘다는거 ㅋㅋㅋ..,품질,"[0, 1, 0, 0]"
두껍지 않고 커버력살려주는 타입 굳굳..,품질,"[0, 1, 0, 0]"
위 아래로 흔들어도 흡수가 잘되는 거 보니깐.. 아이의 움직임이 격렬해도 크게 걱정없이.. 쏘옥 흡수하겠더라고요 ^^ ..,품질,"[0, 1, 0, 0]"
테스트 해보니깐 눈으로 보니 안심하고.. 밤에도 낮에도 언제나 사용해도 맘 편하겠어요.,품질,"[1, 0, 0, 0]"
예쁘다..,디자인,"[1, 0, 0, 0]"
참 #육아용품 이지만 엄마의 기준에서.. 또 이렇게 스타일까지 만족시켜주니 굳..,디자인,"[1, 0, 0, 0]"
이번에 보니깐 미국 UL 승인을 받아.. 미국 정식 수출도 하던데 역시나.. 제품력이 수출로 이어지는 거 같아.. 든든하다는 ^^,품질,"[0, 1, 0, 0]"
그러니 물기 빠삭 말려주는 히터의 기술등.. 제품력이 넘나 맘에 들어서 쭉 쓴다..,품질,"[0, 1, 0, 0]"
더군다나 예쁘기까지,디자인,"[1, 0, 0, 0]"
열심히 써야지 >_< ..,일반,"[1, 0, 0, 0]"
촉촉해서 좋은 #아하바,품질,"[0, 1, 0, 0]"
사해의 .. 미네랄을 포함해서 정말 사용할 수록.. 그 촉촉함과 단단함이 느껴지는 타입..,품질,"[0, 1, 0, 0]"
#아하바크림 좋다고는 익히 들었지만.. 벌써 저는 두통째 열심히 쓰고있답니다.,일반,"[1, 0, 0, 0]"
피부의 쵸크함과 매끈함 그리고.. 지속되는 단단함까지 완소템이에요..,품질,"[0, 1, 0, 0]"
작년부터 유달리 열심히 쓰게 되는.. #프리메라 #망고버터컴포팅바디로션 #망고버터컴포팅바디워시 ‘-‘..,일반,"[1, 0, 0, 0]"
"성분이 착하고 촉촉해서 아이들이랑 같이 쓰는데요,",품질,"[0, 1, 0, 0]"
편리한 펌핑타입에 가격도 굿!,편의성,"[0, 0, 1, 0]"
편리한 펌핑타입에 가격도 굿!,가격,"[1, 0, 0, 0]"
한번 쓴 후로는 겨울엔 꾸준히 사용하게 되네요..,일반,"[1, 0, 0, 0]"
아이도 어른도.. 부담없이 사용할 수 있는 제품 ..,편의성,"[0, 1, 0, 0]"
추울수록 좋은 일에 동참도 하고.. 좋은 제품도 퐁퐁 쓰고 촉촉하고.. 좋아서 전 벌써 이번이 3번째랍니다..,일반,"[1, 0, 0, 0]"
늘 찾게되는 가격좋고~ 품질좋아~ 늘 만족도 100인 아동복쇼핑몰 제이키즈,가격,"[0, 0, 0, 1]"
늘 찾게되는 가격좋고~ 품질좋아~ 늘 만족도 100인 아동복쇼핑몰 제이키즈,품질,"[1, 0, 0, 0]"
늘 찾게되는 가격좋고~ 품질좋아~ 늘 만족도 100인 아동복쇼핑몰 제이키즈,일반,"[1, 0, 0, 0]"
평소에도 편안하고 예쁘게 입고 특별한 날 입어도 손색이 없는 사랑스런 원피스~,편의성,"[1, 0, 0, 0]"
평소에도 편안하고 예쁘게 입고 특별한 날 입어도 손색이 없는 사랑스런 원피스~,디자인,"[1, 0, 0, 0]"
고급스럽고 편안한 레이어드타입 원피스,디자인,"[1, 0, 0, 0]"
고급스럽고 편안한 레이어드타입 원피스,편의성,"[1, 0, 0, 0]"
130cm/24kg 딸 13호 입었는데 사이즈는 좀 넉넉하게 나온거 같아요~,편의성,"[0, 0, 1, 0]"
한사이즈 작게입으면 더 예쁜 핏 나올듯! ㅎㅎ,일반,"[1, 0, 0, 0]"
#전동드라이버 는 실제로 작동해서 더 리얼한 #역할놀이 가능!,품질,"[0, 1, 0, 0]"
"공구가방도 있어 정리도 보관도 좋고 잘가지고 놀고, 가격대비 만족만족",일반,"[1, 0, 0, 0]"
"공구가방도 있어 정리도 보관도 좋고 잘가지고 놀고, 가격대비 만족만족",가격,"[1, 0, 0, 0]"
그런저에게 예쁜 #핸드워시 와 #주방세제 선물 고마워요~,디자인,"[1, 0, 0, 0]"
#촉촉하게 손도 보호하고 #설거지 도 #뽀드득 깨끗이~,품질,"[1, 0, 0, 0]"
나의 #애정템 #드라이기추천 해요~,일반,"[1, 0, 0, 0]"
긴머리에 머리숱까지 많아서 젖은머리카락 말리는데 시간이 넘넘 오래걸렸었는데 #바쁜시간단축,품질,"[0, 1, 0, 0]"
무려 16단계 산들바람부터 강력 토네이도 바람까지~,품질,"[1, 0, 0, 0]"
휠다이얼버튼으로 온오프에 바람세기 조절까지 되는데 정말 손쉽고 간편하더라구요!!!,편의성,"[0, 1, 0, 0]"
그립감도 좋고 바람세기온도 LED램프도 있구요,품질,"[0, 1, 0, 0]"
#마르세이유에어튜너드라이기 진심추천!,일반,"[1, 0, 0, 0]"
네이쳐러브메레 좋은건다알죠~,일반,"[1, 0, 0, 0]"
첫째도 둘째도 발진없이 잘사용했던 기저귀 ㅎㅎㅎ,일반,"[1, 0, 0, 0]"
내가 좋아하는 #베이비파우더 향이 나는 세제랑 #라벤더 향이 나는 #섬유유연제,일반,"[1, 0, 0, 0]"
은은한 #아기냄새 가 넘 좋다,일반,"[0, 1, 0, 0]"
펌핑형에서 바뀐 패키지가 더 맘에 든다!,일반,"[0, 0, 1, 0]"
사용쉽고 간편하고 편안하게 휴식을 취할 수 있는 시간!!!,편의성,"[0, 1, 0, 0]"
사용쉽고 간편하고 편안하게 휴식을 취할 수 있는 시간!!!,품질,"[0, 1, 0, 0]"
하루 한번 10분 투자만으로 얼굴의 빛을 밝히고 있어요!,품질,"[0, 1, 0, 0]"
#톤업마스크 하고 점점 잡티가 옅어지는 느낌,품질,"[0, 1, 0, 0]"
잡티가 모두 없어지는 그날까지 ㅋㅋㅋㅋ 너와함께~,일반,"[1, 0, 0, 0]"
달콤한 망고향기 넘넘 좋아~,일반,"[0, 1, 0, 0]"
건조하고 푸석한 머릿결에 추천!,일반,"[1, 0, 0, 0]"
망고버터가 영양도 공급해주고 산뜻한 클렌징 효과까지~,품질,"[0, 1, 0, 0]"
찰랑이고 윤기나고 향기나는 머릿결 기분까지 좋아져요,품질,"[0, 1, 0, 0]"
향도좋고 #버블버블 거품이 풍성하니 #목욕시간 이 더 신난 아드님,일반,"[0, 1, 0, 0]"
향도좋고 #버블버블 거품이 풍성하니 #목욕시간 이 더 신난 아드님,품질,"[0, 1, 0, 0]"
#니트 질감으로 도톰하고 포근하고 부드러운감촉!,품질,"[1, 0, 0, 0]"
에센스 대박에 #보습짱짱 #보습촉촉,일반,"[0, 1, 0, 0]"
에센스 대박에 #보습짱짱 #보습촉촉,품질,"[0, 1, 0, 0]"
패키지에 보니 허브한방추출물과 옷나무 껍질 추출물이 들어갔다고 해서 한방향이 날줄알았는데 제품제형은 투명하고 묽은갈색인데 향은 상큼한 향이랄까요?,일반,"[0, 1, 0, 0]"
향이 좋더라구요~ ㅎㅎ,일반,"[0, 1, 0, 0]"
거품도 잘나고~ 괜찮네요~ㅎㅎ,품질,"[0, 1, 0, 0]"
💦 여름철 울긋불굿해진 피부 진정과 피부회복에 좋다는 #낫츠세럼 추천받았어요^^,품질,"[0, 1, 0, 0]"
낫츠 28레미디 인텐시브 세럼 유수분밸런스조절에도 도움이 되서 그런지 확실히 트러블예방도 되는것 같고 낫츠28레미디 라인 다 맘에 드네요!^^,품질,"[0, 1, 0, 0]"
역시 유명한 이유가 있었네~,인지도,"[1, 0, 0, 0]"
진짜 쫀쫀하고 부드러운 질감이 영양감 듬뿍 느껴져요👍,일반,"[0, 1, 0, 0]"
촉촉하고 윤기나고 환해진 피부 당장 정품사러 갑니다~~,품질,"[0, 1, 0, 0]"
🚗🚗🚗 최근 워셔액 유해성논란 이슈로 안심하고 사용할 수 있는 에탄올워셔액으로 바꿨어요!,품질,"[1, 0, 0, 0]"
세정력 대박!,품질,"[0, 1, 0, 0]"
선명한 시야확보 상큼한향!,일반,"[0, 1, 0, 0]"
맘에 드네요!!^^,일반,"[1, 0, 0, 0]"
💬 난 올인원 넘좋아 ㅋㅋ,편의성,"[0, 1, 0, 0]"
여행갈때도 간편하게 챙기고 #스킨 + #로션 +#에센스 가 하나로~~,편의성,"[0, 1, 1, 0]"
#누카올스트라이크토탈솔루션 딱 #내스탈 이얌 ㅋㅇㅋ,일반,"[1, 0, 0, 0]"
세안후인데도 화장솜에 묻어나오는 노폐물 보고 깜놀,품질,"[0, 1, 0, 0]"
진짜 사용해보면 왜 반전인지 알겠어요~,일반,"[1, 0, 0, 0]"
잉여각질제거 함께해요~,일반,"[1, 0, 0, 0]"
남녀모두사용할 수 있는 향,일반,"[0, 1, 0, 0]"
아담한사이즈 그리고 #프릴장식 까지 넘 사랑스런 #토끼인형,디자인,"[1, 0, 0, 0]"
체크무늬랑 빨강초록 예쁘네ㅋ,디자인,"[1, 0, 0, 0]"
"봄,가을,겨울 사용하기 좋은 이불~",일반,"[1, 0, 0, 0]"
소재가 부드럽고 가볍고 포근!!!,품질,"[0, 1, 0, 0]"
밀로앤개비 동물캐릭터도 사랑스럽고 귀엽다!!!,디자인,"[1, 0, 0, 0]"
이불에 달린 딜런인형까지~,디자인,"[0, 1, 0, 0]"
잠자리가 동화세상 같을듯!,일반,"[1, 0, 0, 0]"
행복한 수면습관 길들이기 성공을 위해 밀로앤개비 친환경 유아 차렵이불 추천해봅니다~,일반,"[1, 0, 0, 0]"
잠자리분리불안해결에도 도움이 될듯요!!!,일반,"[1, 0, 0, 0]"
#에바비바 리무버도 사용해봤는데 #썬스크린_전용리무버 를 사용해보니 확실히 좋으네ㅋ,일반,"[1, 0, 0, 0]"
에바비바 썬스크린 리무버를 사용하니 훨씬 촉촉한 수분감이 감돌고 썬크림이 물에 쉽게 잘안지워지는데 리무버를 사용하니 썬크림도 잘지워지고~,품질,"[1, 0, 0, 0]"
아그리고 외출할때 좋은 파우치도 들어있어서 보관하기도좋아요!ㅎㅎ,일반,"[0, 0, 1, 0]"
초록색 유기농 인증마크도 있고!!!,품질,"[1, 0, 0, 0]"
(생각보다 수납공간이 넉넉해서 많이 들어가더라구요),일반,"[0, 1, 0, 0]"
가격도 2만원대라 괜츈하고 예쁜 (선물하기도 좋은듯ㅋ) #로켓크로스가방 메고 #나들이,가격,"[1, 0, 0, 0]"
"교구만 봐도 수개념, 역할놀이 등등 못하는게 없는 #창의융합교육 이 이런거구나 싶다!",품질,"[1, 0, 0, 0]"
요즘 TV서도 앱에서도 한솔교육 프로그램이 있어서 홈스쿨하기 딱좋은 교구!,일반,"[1, 0, 0, 0]"
엄마도 기대돼^^,일반,"[1, 0, 0, 0]"
엄마따라하기를 좋아하는 아이들에게 안성맞춤 #아이립밤,일반,"[1, 0, 0, 0]"
"진짜 엄마꺼랑 똑같이 생겼지만, 식물성오일로 만든 안전한 #유아용립밤",품질,"[0, 1, 0, 0]"
입술이 너무 건조해서 잘트는딸에게 딱인 선물,일반,"[1, 0, 0, 0]"
촉촉하게 보습되고 자연스러운 발색,품질,"[0, 1, 0, 0]"
몇일 사용해보니 이걸 왜 진작 안썼나 싶네요,일반,"[1, 0, 0, 0]"
#3개의칫솔모 가 위와 양옆에서 감싸줘 양치질하기 더편하고 구석구석 더 깔끔해요,편의성,"[0, 1, 0, 0]"
#3개의칫솔모 가 위와 양옆에서 감싸줘 양치질하기 더편하고 구석구석 더 깔끔해요,품질,"[0, 1, 0, 0]"
충전방식도 고급 전동칫솔처럼 무선으로 충전하는 방식인데 1번 충전으로 10일정도 사용한다고 해요,일반,"[0, 1, 0, 0]"
더 편한데 더 깔끔하게 닦을수 있어서 좋구요,편의성,"[0, 1, 0, 0]"
더 편한데 더 깔끔하게 닦을수 있어서 좋구요,품질,"[0, 1, 0, 0]"
본체하나로 칫솔모만 바꿔서 온가족이 쓸수 있어서 경제적이구요 ❤,가격,"[1, 0, 0, 0]"
#올바른 #양치 할 수 있어서 굿이네요 양치 후 넘나 깔끔한 이기분 인친님들도 쿨샤하세용,품질,"[0, 1, 0, 0]"
푸석푸석 손상이심한 모발때문에 고민이많았는데 친구 추천으로 써본 #헤드스파7 &name&씨도 쓴다던데 역시 너무 좋네요,일반,"[1, 0, 0, 0]"
손상모+ 볼륨 + 탄력을 한번에 케어하는 all in one #탈모트리트먼트 로 7초만에 보들보들한 물미역머리로 만들어주니 신기하네요 😄,편의성,"[0, 1, 0, 0]"
두피에 직접쓰는 신개념 #트리트먼트 로 샴푸후 젖은머리에 도포하면 앰플타입이 물과만나 크림타입으로 변하면서 영양 보습 코팅막을 만들어주어 여신머릿결로 바꿔주네요,품질,"[0, 1, 0, 0]"
눈에 띄는 효과가 있다보니 주변에 마구 추천해주고 있어요,품질,"[0, 1, 0, 0]"
두피탄력.손상모 뿐만아니라 드라이도 잘되고 스타일링하기도 편해요 😘,품질,"[0, 1, 0, 0]"
머리감을때 마다 하수구를 막히게 하던 탈모증상도 좋아져 하루라도 안쓸수없어요,품질,"[0, 1, 0, 0]"
#프리뷰비잘스 #마스크팩 했더니 빛이나네요 -,품질,"[1, 0, 0, 0]"
#청담동팩 #연예인팩 으로 유명하던데 후기보자마자 #어머이건사야해,인지도,"[1, 0, 0, 0]"
바로 겟한 #바이오셀룰로오스마스크팩,일반,"[1, 0, 0, 0]"
엄청촉촉하고 흡수도 빨라서 매끈 보들보들 피부가 되네요 😄,품질,"[0, 1, 0, 0]"
#1일1팩 하고 #물광피부 된 후기 좋은건 우리같이 써용,일반,"[1, 0, 0, 0]"
"베스트셀러 레시피북, 원형호일, 서큘레이터, 타워팬까지!!",일반,"[0, 0, 1, 0]"
"두번째, 너무 마음에 드는 디자인!",디자인,"[1, 0, 0, 0]"
투박한 블랙색상보단 세련된 화이트 색상이 우리 주방과 조화로워요~,디자인,"[1, 0, 0, 0]"
"세번째, 엄청난 가성비!",가격,"[1, 0, 0, 0]"
"7L 초대용량인데 9만원대, 1년이 지나도 AS잘되고 소음작고 세척간편",일반,"[1, 1, 0, 0]"
"7L 초대용량인데 9만원대, 1년이 지나도 AS잘되고 소음작고 세척간편",가격,"[1, 0, 0, 0]"
