input,entity,label
마지막으로 귀여워서 집어온 모자.,제품 전체#디자인,0
고호적인 #런던스위트,제품 전체#일반,0
여성청결제 역시 굿!,제품 전체#일반,0
앰플마스크팩이여서 그런지 촉촉하면서 광채까지~,본품#품질,0
로얄젤리와 팩틴성분의 사과가 가득,본품#품질,0
와~~ 생각보다 상당히 넓이가 크네요!!!,본품#일반,0
#가성비좋은 #인벨로 써보니 더 알겠더라구요,제품 전체#가격,0
#무민손인형 으로 역할놀이 하다보면 상상력과 창의력이 쑥쑥 자라나요~♩,제품 전체#품질,0
컬러도 다양하고 발색깡패!,본품#다양성,0
"#안티에이징 으로 유명한 리엔케이에서 신상 나왔는데 제품도 제품이지만, 저는 이 특수 마사지 롤러가 너무 좋네용",패키지/구성품#일반,0
모든 피부에 사용해보아요 👌,제품 전체#일반,0
워낙 민감한 피부라 순하고 #피부진정 에 좋은 제품들을 열심히 찾아가며 사용하고 있는데요~,본품#품질,0
넘 좋당..♡,제품 전체#일반,0
C컬 선택하길 참 잘했음,제품 전체#일반,0
#탈모샴푸 라더니 머리도 많이 빠져 볼륨없었는데 샴푸 후 솨라있네~,본품#품질,0
알맹이도 사용해보니 순하고 트러블도 없어져서 좋더라구요~! 😀,본품#품질,0
천연소재로 빚어 만든 찜기에서 나오는 원적외선으로 인해 맛과 영양 보존이 굿굿~🤘,본품#품질,0
게다가 수분도까지 34.9 % - > 81.1 % 2배이상 치솟았는데용 ㅎ_ㅎ,본품#품질,0
유해의심성분 무첨가로 안심할 수 있는 #핸드워시,본품#품질,0
#프로폴리스 #베이킹소다 #사과식초 다 손발톱 영양에 독보적으로 좋다던데..,본품#품질,0
세정력도 우수하고 세안후 당김없이 촉촉~ 해요,본품#품질,0
민감한 내 두피를 위한 내샴푸 #니심 #뉴패스트샴푸!,제품 전체#일반,0
굵은 웨이브랑 c컬 고민하다가 최종 C컬했는데 정말이지 너무너무 맘에든다 🤣🤣,제품 전체#일반,0
매일 &name&의 몸에 직접 닿는 아기바디워시인지라 순하면서 자극없고 안전한 성분을 사용해야겠다 생각이 들어서 저자극으로 유해성분이 없는 아기바디워시를 찾다가 에바비바 바디워시를 선택했어요,본품#품질,0
노랑저고리 + 핑크치마 탁월한 선택!,제품 전체#디자인,0
이번 엄청춥다는데 #겨울보습크림 찜꽁❤,제품 전체#일반,0
편하기도 엄청 편해서 짱짱!,제품 전체#품질,0
"유해전자파X, 무선사용으로 전기코드가 없어 장소 상관없이 사용가능해요 😁",본품#품질,0
풍성함이 느껴지니 너무 좋음ㅠ,본품#품질,0
역시 #아이오페 답네요~☺,브랜드#일반,0
스팀공법으로 수분손실을 막아주니까..,본품#품질,0
"일단 부드럽게 잘 발리는건 물론, 모공도 꼼꼼히 잘 메꾸고 살짝 톤정리도 되는게 맘에 들었어요 👍🏻",본품#품질,0
잘 샀어.,제품 전체#일반,0
픽앤웨어 택배만큼 기다렸던 것이 있던가,제품 전체#일반,0
역시 엄지척👍,제품 전체#일반,0
제가 모공녀다보니깐 ㅋㅋ.. 모공조절이나 피지조절 되는 거 많이 쓰는데.. 이거 좋음 !!,본품#품질,0
"그래서 제가 사용해본,, 파우더제형에 특화된 놀랍도록 부드러운 럭셔리한 터치감의 럭셔리 브러쉬 리얼테크닉스 파우더블루 컬렉션",본품#품질,0
요고 바르고 간날은 피부톤도 환해지고~ 생기 뿜뿜,본품#품질,0
피부의 쵸크함과 매끈함 그리고.. 지속되는 단단함까지 완소템이에요..,본품#품질,0
#선스틱추천,제품 전체#일반,0
사이즈가 넉넉하게 나와서 오래입힐수 있어서 좋아요!!,패키지/구성품#디자인,0
많은 용량에 한번 반하지만 사용후 느낌이 더 만족스럽다는거 !,본품#일반,0
7초만에 머릿결이 부드러워져요 ♡,제품 전체#품질,0
기존 사용했던 앰플보다 #히알루론산 함유량이 높아서인지 하루종일 촉촉함이 유지되네요,본품#품질,0
요즘 #미니백 에 꽃혀 있는데 부담없이 가방 속에 쏙~ 들어가니 좋네용 ㅎㅎ,본품#편의성,0
발색력도 좋아요 ❣️,본품#품질,0
저도 이거 사용하고는 클렌징이 자연스럽게.. #각질제거 역시 도와주고 또 피부의 번들거림이나.. 메이크업도 잘 지워지는데다가 >_< 사용 후에.. #깐달걀피부 처럼 맨질맨질 아주 좋거든여 ㅋ.ㅋ.,본품#품질,0
밀착력은 물론 촉촉함도 굿굿,본품#품질,0
#짱좋아,제품 전체#일반,0
80년간 헐리웃 스타들의 사랑을 받고있는 #레브론립스틱,제품 전체#인지도,0
사랑스러운 장미향과 신기한 탱글탱글한 제형,본품#일반,0
아이도 어른도.. 부담없이 사용할 수 있는 제품 ..,본품#편의성,0
단백질성분이 들어가서 그런지 뻣뻣하지않고 향도 은은해요,본품#일반,0
눈뜨자마자 당김없이 촉촉한 피부와 만날 수 있어 기분 최고,본품#품질,0
민감한 그날 냄새때문에 고민이라면 #겟잇뷰티이너향수 추천!!,제품 전체#일반,0
#1일1팩 하고 #물광피부 된 후기 좋은건 우리같이 써용,제품 전체#일반,0
오오! 써보자유.,제품 전체#일반,0
세안 할 때마다 뿅 ~ 반한다❗,본품#품질,0
30분씩 매일 돌려도 한달 전기세 3000원!!,제품 전체#가격,0
편하게 깔끔하게 강하게 딱! 붙는 매력♡,본품#품질,0
"목을 구부릴 수 있어서 각도조절도 편하고, 충전식으로 이용이 가능해서 캠핑이나 외부에 가지고 다니기 좋아요",본품#편의성,0
이게 바로 다 #아베다 덕분,브랜드#일반,0
외출해서도 잊지않고 티시리즈로 치아관리 해준답니다 !,제품 전체#일반,0
은은하니 향도 좋고 보습도 좋음!,본품#일반,0
피부 컨디션에 맞게 선택해 사용해보세욤! ㅎㅅㅎ,제품 전체#일반,0
"크기도 크고, 톡톡한 원단에 부드럽고 신축성도 좋아 이불 외에 #유모차담요 나 #겉싸개 로 다양하게 활용할 수 있는 #실용성 좋은 #육아필수템 !!",제품 전체#품질,0
#역시 넘 예쁜 #실내복,제품 전체#디자인,0
독립서스펜션 6개 탑재된 하이엔드 #절충형유모차 !,본품#품질,0
동심으로 돌아간 듯 나까지 신나게 놀았던 오늘..,제품 전체#일반,0
기분좋게 세안하기 완료~,제품 전체#일반,0
그렇다고 가격이 그렇게 비싸냐하면 절대 그렇지 않다.,브랜드#가격,0
거뭇거뭇 내 피부를 위해 완죤 핫한 블랙아웃 미백크림 사용중!!,제품 전체#인지도,0
맘세라마이드성분이 보습해주고 비싸다는 동충하초랑 녹용까지 들어있는 착한 마스크팩~~ ㅎㅎ😊,본품#품질,0
자주 붓고했던 얼굴이 요즘은 부어도 빨리 빠지고 효과 톡톡히 보고있어요~,본품#품질,0
제형부터가 남다르고요~,본품#일반,0
100% 유기농 순면시트로 피부를 진정시켜주고 특허받은 안티세범P성분이 모공축소에 도움을 줘요~,본품#품질,0
휴대용이라도 똑같이 도톰하고 똑같이 보드라운건 당연하죠 ㅎㅎ,제품 전체#품질,0
#데일리코디 로 딱이구만!,제품 전체#일반,0
촉촉하니 배끈한 피부 가꾸기에 딱 좋네요~,본품#품질,0
&name& #&name&추천템 !,제품 전체#인지도,0
나는 피부가 예민한 편이라 순한 제품이 잘 맞는데 #유칼립투스버블샴푸앤바스 를 폼클렌징으로 사용하면서부터 뾰루지도 잘 안나고 만족해서 계속 쓰는중~~,본품#품질,0
싱글즈 베스트템 모두 추천템♥,제품 전체#일반,0
양치 후 허브향으로 상쾌함도 더해지고.. 밤사이 진행되는 나이트타임 효과로 아침으로 이어지는 입 속 자신감으로..,본품#품질,0
일본유니클로 사랑해!!!!!!!,브랜드#일반,0
뿌리는 마스크팩이 흘러내리지 않고 잘 표면에 밀착되니깐 나도 사용감이 넘 좋았어용 ‘-‘ ..,제품 전체#품질,0
#세타필로션 으로 우리가족 모두 건조한피부에 열심히 발라봐야겠어요😁,제품 전체#일반,0
유기농 인증 받는 티트리오일을 사용해 자극없이 꺠끗한 클렌징이 가능한 #촉촉한비누,본품#품질,0
그립감도 좋고 바람세기온도 LED램프도 있구요,본품#품질,0
운동 끝나고 승모근 쪽 당길때도 마사지하기에도 좋고!👏🏻👏🏻,본품#품질,0
실제로도 너무 만족하며 사용 중이구요~,제품 전체#일반,0
칼바람에 건조한 피부가 더더더 건조해져 집중관리가 필요한 시기에 사용하기 딱 좋은 #유해성분제로 #아이소이 #코어탄력밤 과 #코어탄력마스크,제품 전체#일반,0
다양한향기로 취향별로 골라쓰긔💕,본품#다양성,0
그 이후로는 #Y존케어 는 무조건 여성청결제 사용하고 있는데 궁중비책 여성청결제 사용해보니 #여성청결제추천 할만큼 괜찮은 제품인 듯!,제품 전체#일반,0
물로 씻어내면 되서 정말 편해요,제품 전체#편의성,0
고보습이라 정말 촉촉하고 민감성 피부에 써도 되는 순한 앰플,본품#품질,0
블로그 후기가 좋길래 써봤는데 어머 진짜 커버력도 좋고 화사하게 마무리되네,본품#품질,0
그립감다 좋아서 사용하기 넘 편하다..😁,본품#품질,0
이쁜거 같이 써봐용^^,제품 전체#디자인,0
향도좋고 #버블버블 거품이 풍성하니 #목욕시간 이 더 신난 아드님,본품#품질,0
헬로우 #베비루미 #굿바이땀띠 👋,브랜드#일반,0
처음에는 높은 베개 사용으로 낮은 거에 대한.. 느낌적인 부분으로 이상하게 느껴졌는데.. 3~4일 잘 견디니깐 이젠 익숙해지고 .. 확실히 아침이 조금 더 개운함이 있네요..,제품 전체#품질,0
히알루로산 함유로 각질제거후 촉촉하고~ 당김없이 내피부 매끈하게~~,본품#품질,0
#불만족시환불 이라니 제품에 대한 신뢰도가 그만큼 높다는거겠죠ㅎㅎ,제품 전체#일반,0
"마스킹 레이어링 앰플은 메디힐에서 새로 출시한 앰플로..앰플캡도 편리해서 휴대,보관도 용이하네요!",패키지/구성품#편의성,0
#부모님선물 드렸더니 좋다며 더 사달라네요ㅎㅎㅎ,제품 전체#일반,0
무중력 토퍼 레이몬은 적절한 쿠션과 탄성으로 몸을 편안하게 받쳐줘서 숙면을 취할수 있도록 해줘요,제품 전체#품질,0
역시 입소문 난 이유가 있었네요^^,제품 전체#인지도,0
15가지 추출물이 피부보습 및 생기를 확돌게하고 바이오셀룰로오스마스크가 피부에 촥 달라붙어요,본품#품질,0
사용후가 더 짱짱 ㅋㅋ,제품 전체#품질,0
진주가루와 다이아몬드가루가 피부를 매끄럽고 생기있게 가꿔준다니 ..🖒🖒,본품#품질,0
뚜껑은 버튼을 눌러 원터치로 열수있어 편하고 스쿠알란함유로 더욱 촉촉하고 보습과 진정효과가 좋은 크림!!,본품#품질,0
한번쓰면 또또 쓰게 되는 재구입이 좋은 #크림,제품 전체#일반,0
실내외 어디서든 장소에 상관없이 간편하게 착용가능한 #숨바꼭티,제품 전체#편의성,0
세안할 때 마다 기분이 넘넘 조으다,본품#품질,0
"입소문난 #인큐브크림 ,",제품 전체#인지도,0
말이 필요 없는 #아토크림 울 둘째 꿀피부 되는중~😘,본품#품질,0
유해성 없는 국내산원단에 엄청 도톰 프리미엄 엠보싱이라 풍성한 거품이 오래 지속되니 주방세제도 적게 사용하는듯〰️,본품#품질,0
여성스러운 장미향의 #스칼렛 너무 좋음^^,제품 전체#일반,0
여름에 쓸 수분크림 찾으시는 분들에게 추천드립니다,제품 전체#일반,0
미생물 발효기술을 이용한 부작용 걱정 없는 #가슴크림,본품#품질,0
자연에서 얻은 명품 물티슈인 #블랑슈 사용중이예요~,제품 전체#일반,0
귀차니즘 쩌는 날 위한 제품!!,제품 전체#일반,0
인체공학적 C형 손잡이 설계로 그립감도 좋고 한손으로 밀기도 넘나 좋아요,본품#디자인,0
이거 하나로 어찌나 신나게 놀던지,제품 전체#일반,0
이거 처음 사용해봤는데 진짜 등이 따땃해요ㅋㅋ,제품 전체#품질,0
향도 좋고 안심하고 사용할 수 있으니 자꾸자꾸 손이 갈 수 밖에 없어요 ~ㅋㅋㅋ,본품#일반,0
그래서!! 두피에 활력을 주는 #인바티어드밴스드리바이탈라이저 두피 집중케어 에센스 사용 중이에요,제품 전체#일반,0
거품도 잘나고~ 괜찮네요~ㅎㅎ,본품#품질,0
지성이라 그런지 시간 지나면 막 번들거리는데 요건 68%이상 에센스를 함유해서 촉촉하면서도 끈적임 없는게 나한테 딱맞아!,본품#품질,0
"수박추출물 함유로 은은하게 나는 수박향도 너무 좋고, 건조해진 피부에 수분을 더해주며 마일드하게 보호해주는 대용량 선 쿠션이에요.",본품#품질,0
디자인이 #예쁜치약 이라 선물로도 제격!!,패키지/구성품#디자인,0
기타 일반 #화장품 에 비해 4~200배의 히알루론산 함유했다니 대박이쥬?,본품#품질,0
내구성이 튼튼함,제품 전체#품질,0
여러뻔 빨아써서 경제적이고 매일 바꿔쓰니 위생적이고~👏👏,제품 전체#가격,0
"특히 흡연자나 커피 (믹스커피, 라떼 종류)를 많이 마시는 사람들이 큰 효과를 보고 있다는 점 알아두세용!",본품#품질,0
아기변기가 이래 이쁠수가 있네요😍,제품 전체#디자인,0
디자인까지 너무 맘에 들어요😁,제품 전체#디자인,0
뚜껑 열자마자 향에 반하고 가볍고 끈적임없이 부드럽게 발리지만 피부속까지 촉촉함은 대박인!,본품#품질,0
타이머 선택도 가능해 자기 전 설정할수도 있어요^^,본품#품질,0
자연유래알리셀 저자극원단,본품#품질,0
그래서 매일매일 지친눈가를 섬세하게 케어해주고 리치한텍스쳐가 촉촉하고 촘촘한 탄력을 안겨주는 #트리아 애프터 라이트 리뉴 #아이크림 바르고 있어요!,본품#일반,0
가볍게 자연스럽게 사용해요💕,본품#품질,0
쉽게 잘 지워지는 건 물론이고 지우개 똥이 거의 없다.,제품 전체#품질,0
강력추천 해드립니다,제품 전체#일반,0
소재가 부드럽고 가볍고 포근!!!,본품#품질,0
매직데이에 통증 많은데~~ #오드리선 쓰고 많이 좋아진듯~,제품 전체#품질,0
과일 채소 손상없이 세척되니까 이제 농약 미세먼지 이제 걱정 노노!!,제품 전체#품질,0
도톰하고 100% 천연펄프라 안심하고 사용중 !,제품 전체#품질,0
색상부터 디자인까지 너무 이쁜 #허니듀래빗,제품 전체#디자인,0
세안깨끗히 하고 요즘 내가 여드름에 트러블난 부위 고민되는 부위에 #큐템스팟크림,제품 전체#일반,0
여러모로 #스타일링 까지 신경쓴 이번 프리미엄..,제품 전체#일반,0
식기가 예쁘니 #홈카페 분위기 오지고~,제품 전체#디자인,0
그런데 이렇게 좋은 디바컵이 올 여름부터 직구가 아닌 국내 온오프라인 유통채널을 통해 만날 수 있다고 하는데요,제품 전체#일반,0
#봄메이크업 하기 좋은 #라끌랑에어쿠션,제품 전체#일반,0
칙칙해진 피부를 맑고 깨끗하게 가꿔주는 미백토너입니당,본품#품질,0
양쪽 출입문에 고정고리가 있어서 아이가 잠들기전까지 열어두면 짜증내지도 않고 활동하기도 편합니다~,본품#편의성,0
"피부 트러블 걱정 없고, 샐 걱정도 없어서 최애템 으로 손색 없네요👏🏻👏🏻",제품 전체#품질,0
오래 지속되는 온열감~~,제품 전체#품질,0
알고 보니 100% 유기농 순면이라 생리통 증상도 줄여준다해서 더욱 안심 하고 사용해요~,본품#품질,0
스킨로션 안발라도 #장미수 가 들어있어 색조화장 잘 먹는다잉 흐흐😁,본품#품질,0
(아주 친찬해),제품 전체#일반,0
끈적임 전혀 없고 백탁현상 없는 #선크림추천 해드려요,제품 전체#일반,0
너무 건조해서 들뜬 화장까지.. 보습에 좋은 #페이스오일 이랑#세럼 만나고 고민 끝!,제품 전체#일반,0
저것만 제거하면 되서 정말 편하다.,본품#편의성,0
고민에 따라 하루 1팩 골라사용하기 좋아요~,본품#다양성,0
향수보다는 자연스러운 향 출근하기전에 칙칙~~,본품#일반,0
사진에는 안찍혔지만 틴케이스도 이쁜 게임^^,패키지/구성품#디자인,0
탱글탱글 수분광이 예쁘고 슥~발라도 촉촉하면서 발색Good!,본품#품질,0
뭐 크게 하진 않아도 #한샘 #모모로주니어장 .. 그레이와 #스테디패밀리침대 #패밀리침대 딱.. 넣어두니 집안이 예쁨용 ㅎ,제품 전체#일반,0
병풀추출물 등 피부 진정에 도움주는 5가지 식물 유래추출물함유되어 30도가 넘는 요즘 더위에 사용하기 딱,본품#품질,0
예쁘다..,제품 전체#디자인,0
역시 믿고 쓰는 #애정템 이에요,제품 전체#일반,0
사용이 간편해서 너무 좋고 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점이 바로 10초만에 풋케어가 가능하다는게 아닐까 생각해요,본품#편의성,0
계속 사용해주니깐 정말 피부탄력은 물론 붓기까지 톡톡히 보이는 효과 굿굿,본품#품질,0
한살먹으니깐 왜케 아침에 붓고 탄력도 떨어지고 잔주름까지 정말 피부고민 많았는데 #CAXAUP 으로 얼굴과 목 팔자주름까지 끌어당겨주는중 !,제품 전체#일반,0
#올스테이파운데이션글로우 는 아침의 촉촉하고 예쁜 피부표현이 해질녘까지 지속되는 파운데이션,본품#품질,0
역시 바이오오일 건조할 때 찾게되지요,제품 전체#일반,0
삶기 얼리기 전자렌지 사용도 되는 #트라이탄오보틀텀블러,제품 전체#편의성,0
소음도 조용하고~깔끔하게 정리가 되요.^^,본품#품질,0
지지고 스트레스 내피부위한 솔루션!,제품 전체#일반,0
크림처럼 끈적임이 있지 않을까 싶었는데.. 끈적임이 없이 부드러운 발림성에.. 피부에 깊이 스며들어 오래 지속되는 향~~,본품#일반,0
#무방부제 #인공눈물 이라 렌즈 착용한 상태에서도 사용 가능하고 간편하게 하나씩 챙길 수 있어 편하더라고요,제품 전체#편의성,0
바로 효과를 볼 수 있는 팩을 원하신다면 정말 진심으로 추천드려요!!,제품 전체#품질,0
올여름 #얼굴색소침착 은 #애플린 #올킬크림 으로!!,제품 전체#일반,0
꽃잎이 하나하나 살아 있는게 너무 신기하고 사랑스러운 체리블라썸 바디워시.,제품 전체#일반,0
깔끔한 디자인으로 어디에 둬도 잘 어루러져 참 괜찮네요~^^,제품 전체#디자인,0
방금 섬유유연제로 세탁한듯 은은한 향기~,본품#일반,0
요녀석 ! 소비전력도 적은데 소음은 더 적어 쿄쿄,본품#품질,0
보송보송 자연스런 톤업효과로 #쌩얼 자신감 up!,본품#품질,0
#동인비4주간체험 벌써 2주째인데 추운날씨에 많이 붉어지고 있는 피부톤도 잡아지고.. 모공들도 보기에도 많이 좋아지는 기분이네욤..,본품#품질,0
크림처럼 끈적임이 있지 않을까 싶었는데.. 끈적임이 없이 부드러운 발림성에.. 피부에 깊이 스며들어 오래 지속되는 향~~,본품#품질,0
숱많은 따님 머리 찰랑찰랑하게 빗겨지니 머리가 차분해지는 느낌!!,제품 전체#품질,0
이거 쓰면 다른 트리트먼트 못씀,제품 전체#일반,0
생긴건 바이오더마같이 생겼는데 가격은 절반이네 캬,제품 전체#가격,0
나들이가 많아지는 계절이다보니 자연스레 #물티슈 사용량도 많아져 괜찮은 #아기물티슈 선택하는게 큰 고민이었는데 #비야비야 쭈욱 쓰면 될 것 같네요,제품 전체#일반,0
#건성팩트 라던데 #수분부족형지성 인 나에게도 굿!!!!,본품#품질,0
오히려 얇은 물티슈는 더 많이 쓰게 되서.. 가성비도 더 좋은 것 같은..ㅎㅎ,제품 전체#가격,0
대박! ㅋㅋ,제품 전체#일반,0
"지성,건성등 문제성피부 누구나 써도 되는 팩",본품#품질,0
완전 #애정템 이죵~👍🏻👍🏻,제품 전체#일반,0
#&name&이유식 들어가면서 만들어줘야겠다.. 생각했는데 역시나 넘나 간편한 #베이비쿡솔로 ..,제품 전체#편의성,0
#꽃잎 #리얼이니?,제품 전체#일반,0
화해 기준 20가지 유해성분 없는 착한 제품에 파라벤류 무첨가로 안심하고 사용가능하구요!,본품#품질,0
자연유래성분이 97%이 피부에 자극 없어 최고!,본품#품질,0
다음날 화장이 어찌나 잘 먹는지~,본품#품질,0
그래서인지 #눅스 #리치오일 수시로 찾게 되네요😢,제품 전체#일반,0
수분과 영양감을 채울수있는 제품을 찾는다면 이거 왕추천💪🏻,본품#품질,0
깊은 보습감에 피부진정 미백까지 하나로 관리가 되니 간편하구만~,본품#품질,0
수분감이 확실히 많아서 촉촉하니 잘 발리는데다가 발색도 자연스럽고 오래 유지되는데 커버력도 굿귯😍😍,본품#품질,0
약국에서도 추천하고 판매하는거라 믿고 쓰는중~,제품 전체#일반,0
그래도 얇아서 덥지 않고 색깔이 청량감이 있어서 스웨이드임에도 여름 운동화 같다.,제품 전체#디자인,0
매일 사용해도 자극 없이 좋다요 😍,본품#품질,0
"아무리 움직여도, 잠자리에서도 편안하게 입고 착용할 수 있고 2세대 흡수코어 씽씽패드로 솜뭉치가 없어 어떤 자세에서도 편안함을 느낄 수 있고 에어링 통기성 겉커버로 사계절 내내 보송하게 사용할 수 있는 기저귀네요",본품#품질,0
이제 믿고 써보고 주변에도 추천해야겠어요^^,제품 전체#일반,0
길이도 넘 만족스럽고 C컬인데 혹시 인위적이면 어쩌지 너무 직모면 어떡하나 고민했는데 내가 괜한 걱정을 😊,본품#일반,0
#768 애프터파티 컬러로 통통튀는 #과즙립 완성했어욤 ㅎㅎ💋,본품#일반,0
여전히 사용감은 너무 좋은데 패키지는 더 세련되게 변한 것 같아요.,본품#품질,0
역시 천연비누라 순하고 성분중에 달팽이점액이 들어가 트러블을 완화시켜주는듯!,본품#품질,0
간편하게 짜서 쓰는거라 편해요,패키지/구성품#편의성,0
"아이뿐만 아니라 엄마, 아빠, 아이 온 가족이 함께 사용 가능해요",제품 전체#일반,0
넘나귀요워 ♥,제품 전체#디자인,0
화장부터 피부속 노폐물까지~ 싹다 말끔하게 지워주는 구달 블랙솔트 딥클렌징 라인 2종 사용해봤답니당 >_,본품#품질,0
눈에 띄는 효과가 있다보니 주변에 마구 추천해주고 있어요,본품#품질,0
"브릴로즈 시카로즈팩은 1장에 마스크팩으로 진정, 보습, 영양, 미백, 수분 5가지 기능이 한번에 들어있어서 마스크팩 하나로 스킨케어를 제대로 할 수 있다는 것이 특징인데욤 ㅎㅎ!",본품#일반,0
더군다나 여름철 야외 활동할 때 모기기피제로 많이 쓰는 레몬그라스 향이 있어.. 야외활동 속 피부를 보호해주는 #일리윤 의 #바디미스트추천 신상제품,본품#일반,0
나같은 셀카 중독자에겐 진짜 짱 좋은 기능!!,본품#일반,0
#샤워기추천,제품 전체#일반,0
방안에서 찍어서 색감의 왜곡이 있지만 밖에서 보면 참 곱다. ㅋㅋ,제품 전체#일반,0
"특히, 단선도 잘 안 당하는 극강 케이블인 점도 강점.",본품#품질,0
이번 #태국여행 에서 완전 유용하게 잘 사용한 #코스틱스 #썬스틱 과 #보습스틱 !💕,제품 전체#일반,0
그래서 놀러오는 사람들마다 이 #LG냉장고 모델 좀 알려달라고 이야기했을 정도~,제품 전체#일반,0
그리고 하루종일 화장이 쫀쫀하게 유지되서 요즘처럼 후텁지근한 여름날씨에 딱 적합한 ᴍᴜsᴛ ʜᴀᴠᴇ ɪᴛᴇᴍ !,본품#품질,0
이건 소장각 구매각 ❤,제품 전체#일반,0
원하는 부위에 10초만 문질러주면 각질제거에 보습까지 해주면서 꿀바디 만들어주니 대박 맘에들어요,본품#품질,0
넘 죠아,제품 전체#일반,0
휴대하기 딱 좋은 사이즈라 지갑에 쏙!,패키지/구성품#편의성,0
편하고 가볍고 🙌,제품 전체#편의성,0
#인생크림 만난 느낌이얌 !,제품 전체#일반,0
얼굴이 맨질맨질 넘나 좋아지는.. #실버앰플 이랑 함께 사용 중..,본품#품질,0
넘 만족스러운 #찌읒제작소,브랜드#일반,0
요즘 핫한 #겨울수분크림으로 인기몰이 중이라는데 저만 늦게 알았지모에요,제품 전체#인지도,0
촉촉하고 부드러운 발림성에 살짝 매트한 느낌이에요!,본품#품질,0
첫째 출산하면서 조리원에서 #마유 마사지 받고 좋았던 기억이 있어서 일본여행가서 구입 후 사용해보니.. 은은한 벚꽃향에 보습력이 좋아 바디에 마사지 하듯~ #바디크림 으로 제격🤗,본품#품질,0
톰보우도 몇 백원은 준 거 같은데 사쿠라폼은 우수한 성능에도 불구 단돈 600원.,제품 전체#일반,0
푸석하고 스타일 안사는 모발에 딱인듯!,본품#품질,0
일단 디자인.. 너무 예쁘쟈나💛,본품#디자인,0
손상된 모발에 영양을 가득!,본품#품질,0
끈적이지 않는 수분크림이라서 여름에 사용하기 너무 좋은 제품이라는게 `다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점`이에요,본품#품질,0
게다가 성분착하고 촉촉해서 울아들 피부 보습에 딱 좋아요~,본품#품질,0
기분 좋아지는 #르주르 #섬유유연제 💕,제품 전체#일반,0
여러가지 기초케어 제품 필요없이 #타이거리프세럼 에 수분크림 하나면 악건성이 내 피부케어도 끝! ㅎㅎ,제품 전체#일반,0
제약회사 특허성분(타이모신 특허공법)으로 콜라겐성분이 피부겉에서 맴돌지 않고 속까지 탱탱하게 만들어서 윤기나는 피부가 되더라구요.,본품#품질,0
패키지에 보니 허브한방추출물과 옷나무 껍질 추출물이 들어갔다고 해서 한방향이 날줄알았는데 제품제형은 투명하고 묽은갈색인데 향은 상큼한 향이랄까요?,본품#일반,0
"탈모 기능성 샴푸로 탈모 및 건강한 두피 관리에 좋은 샴푸, 거품도 풍성하고 꾸준히 쓰니 머리카락이 덜 빠지고 볼륨도 살아나는 느낌이랍니당",본품#품질,0
아가아가한 유연제 향기에 기분마저 좋으니 빨래할맛 난다~유후~💕,본품#일반,0
본래도 아윤채가 뷰티 유투버나 SNS에서도 핫해서 써보고 싶었거든영 ㅎ,브랜드#인지도,0
요즘 지인들 만나면 피부 관리 모하냐는 말을 자주 듣는데 그만큼 제 피부가 좋아졌단 말이겠죠?,본품#품질,0
저녁에 하고 자면 그다음날 화장도 더 잘 먹는것 같고요..,본품#품질,0
매트한것같으면서도 촉촉함 ㅋ,본품#품질,0
럭셔리한 #주얼리 부럽지 않아요.. ㅋㅋ,제품 전체#일반,0
"환절기, 쉽게 #민감피부 되곤 하는데 #버블프리pH밸런싱클렌져 사용하니 자극 ZERO",본품#품질,0
화장대 위에 올려두니 고급스러워서 내 방이 고급 스파샵이 된 것 같기도 하고 ㅎㅎ,제품 전체#디자인,0
"아기피부에 좋은 아보카도, 바오밥나무씨, 녹차씨, 포도씨 등이 들어가있고 녹용, 홍삼, 다시마성분이 피부에 너무좋다고해요",본품#품질,0
완전 최고……👍🏻👍🏻,제품 전체#일반,0
신기하게 흡수가 쏙 되서 뽀송뽀송 ㅋㅋ,본품#품질,0
#비치가운 넘 귀여워요❤,제품 전체#디자인,0
피부에따라 골라쓰기 좋은 #마스크팩,본품#다양성,0
평소에도 편안하고 예쁘게 입고 특별한 날 입어도 손색이 없는 사랑스런 원피스~,제품 전체#디자인,0
흡수력이 좋아서 #밤기저귀 로 유명한 팸퍼스❗,제품 전체#인지도,0
수제로 만든 비누로 고급지방산과 글리세린이함유되어 있어 풍부하면서 고운 거품으로민감한 피부에 굿!,본품#품질,0
요즘처럼 피부고민 많을 때 푸석거리는 피부관리에 #시트마스크팩 찾고 계시면 프로뮨 마스크팩 한번 써보시길요!,제품 전체#일반,0
#아이캔디볼륨S브러쉬미니 모가 에어 홀을 만들어 볼륨은 풍성하게 해줘요~,제품 전체#품질,0
직접사용해보니..한번만 해도 화사하고 맑은 물광피부로.....확실히 달라져요!,본품#품질,0
#스치기겔 사용중인데 발라주기만 해도 시원해서 붓기가 쏘옥~ 빠지는 느낌!!,제품 전체#품질,0
게다가 고급스러운 무광 블랙 메탈 소재의 미드나잇 컬러와 노크온 매직 스페이스는 저희집 주방을 품격있고 고급스럽게 바꿔주는데 큰 역할을 담당했다는~!,제품 전체#디자인,0
#아이방꾸미기 할때도 충분히 좋아요😊,제품 전체#일반,0
어떤 옷도 당당하게 입을수 있게 되었지요~~,제품 전체#일반,0
